,Dataset_ID,SubjectNumber,Subject,Run,Trial,RT,Total_Fixation_Duration,SupportDifference,supportDiffReAdj,Issue_left,Issue_right,LeftChoice,LeftChoice_num,ProtestView,Support_left,Support_right,supportChosenReAdj,supportUnchosenReAdj,LeftSupportReAdj,RightSupportReAdj,Moral_left,Moral_right,maxMoral,consistent,Age,age_z,Gender,gender,Edu,edu,Income,income,Relig,PartyRegistration,PartyRegistration_4_TEXT,PartyAlignment,partyAlignment,PoliticalSocial,PoliticalEcon,PoliticalEngagement,politicalEngagement,JS1,JS2,JS3,JS4,JS5,JS6,JS7,JS8,JS_sum,DUREL1_ORA,DUREL2_NORA,DUREL3_IR1,DUREL4_IR2,DUREL5_IR3,DUREL_sum,Familiar1,Familiar2,maxMoral_Familiar,DirmaxMoral
1267,PMM025-5-6,25,PMM025,5,6,2457,1642,1,1,Affirmative action,Remove public Confederate memorials,0,0,-1,3,2,1,-1,0,-1,1,3.5,3.5,1,18,-0.847230283,Male,0,High school diploma or GED,12,"$25,000-$49,999",2,Christianity,None,,Weak Republican,4,Slightly liberal,Slightly conservative,Rarely,1,2,4,4,3,0,1,2,3,19,3,1,3,3,2,12,1,2,2,3.5
1268,PMM025-5-7,25,PMM025,5,7,1544,906,1,1,Abolishing private prisons,Lift COVID lockdowns,0,0,-1,6,5,1,-1,3,2,5,2.5,5,1,18,-0.847230283,Male,0,High school diploma or GED,12,"$25,000-$49,999",2,Christianity,None,,Weak Republican,4,Slightly liberal,Slightly conservative,Rarely,1,2,4,4,3,0,1,2,3,19,3,1,3,3,2,12,4,3,4,7.5
1269,PMM025-5-8,25,PMM025,5,8,2142,1264,5,5,Mandatory trigger warnings,Lift COVID lockdowns,1,1,-1,0,5,3,-2,-3,2,2,2.5,2.5,1,18,-0.847230283,Male,0,High school diploma or GED,12,"$25,000-$49,999",2,Christianity,None,,Weak Republican,4,Slightly liberal,Slightly conservative,Rarely,1,2,4,4,3,0,1,2,3,19,3,1,3,3,2,12,4,3,3,0.5
1270,PMM025-5-9,25,PMM025,5,9,1066,698,4,4,U.S. drone strikes in Afghanistan,Ban on research with animals,1,1,-1,1,5,3,1,-2,2,4.5,4,4.5,1,18,-0.847230283,Male,0,High school diploma or GED,12,"$25,000-$49,999",2,Christianity,None,,Weak Republican,4,Slightly liberal,Slightly conservative,Rarely,1,2,4,4,3,0,1,2,3,19,3,1,3,3,2,12,4,4,4,0.5
1271,PMM028-1-10,28,PMM028,1,10,2214,1674,1,1,Climate change legislation,Black Lives Matter,1,1,1,4,3,1,2,1,0,3,1.5,3,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,2,2,2,3
1272,PMM028-1-11,28,PMM028,1,11,2663,2148,4,-4,Build southern border wall,Allow alt-right speakers on campus,0,0,-1,1,5,0,-3,-2,2,5,4,5,0,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,4,2,4,1
1273,PMM028-1-12,28,PMM028,1,12,3002,2462,1,1,Bathrooms restricted based on biological sex,Expel students with white nationlist views,1,1,-1,4,5,-2,0,1,2,4,5,5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,3,4,4,9
1274,PMM028-1-13,28,PMM028,1,13,2630,1862,1,1,Black Lives Matter,Ban on research with animals,1,1,1,3,2,-1,-3,0,-1,1.5,3.5,3.5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,2,3,3,3.5
1275,PMM028-1-14,28,PMM028,1,14,3145,2220,1,-1,Stop police brutality,Detention of migrant children,0,0,1,5,4,-2,-3,2,1,5,2,5,0,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,4,1,4,7
1276,PMM028-1-15,28,PMM028,1,15,1952,1360,1,-1,Black Lives Matter,On campus concealed carry,0,0,1,3,2,2,0,0,-1,1.5,2,2,0,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,2,3,3,2
1277,PMM028-1-16,28,PMM028,1,16,2721,2018,4,4,Remove police from schools,Raise the minimum wage,1,1,-1,2,6,1,-1,-1,3,3,4,4,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,4,4,4,1
1278,PMM028-1-18,28,PMM028,1,18,2057,1428,2,2,Physician-assisted suicide,Black Lives Matter,1,1,1,5,3,-1,-2,2,0,5,1.5,5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,4,2,4,5
1279,PMM028-1-19,28,PMM028,1,19,2272,1828,4,4,Mandatory vaccinations,Abolishing fraternities,1,1,1,5,1,1,0,2,-2,3.5,3.5,3.5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,2,1,1,0
1280,PMM028-1-2,28,PMM028,1,2,8,0,1,-1,Raise the minimum wage,Physician-assisted suicide,0,0,1,6,5,2,0,3,2,4,5,5,0,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,4,4,4,9
1281,PMM028-1-20,28,PMM028,1,20,3296,2504,2,-2,Black Lives Matter,Defund the police,0,0,1,3,1,-1,0,0,-2,1.5,5,5,0,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,2,3,3,5
1282,PMM028-1-21,28,PMM028,1,21,3119,2186,3,3,On campus concealed carry,Lift COVID lockdowns,0,0,1,2,5,2,1,-1,2,2,3.5,3.5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,3,4,4,1.5
1283,PMM028-1-23,28,PMM028,1,23,2121,1560,1,1,Allow alt-right speakers on campus,Affirmative action,1,1,1,5,4,0,-3,2,1,4,4,4,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,2,3,3,8
1284,PMM028-1-24,28,PMM028,1,24,3265,2386,1,1,Climate change legislation,Hardening schools/Arming teachers,0,0,-1,4,3,1,-3,1,0,3,1,3,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,2,1,2,3
1285,PMM028-1-3,28,PMM028,1,3,2242,1636,4,-4,Ban on research with animals,Raise the minimum wage,0,0,-1,2,6,2,1,-1,3,3.5,4,4,0,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,3,4,4,0.5
1286,PMM028-1-4,28,PMM028,1,4,3456,2812,2,2,Affirmative action,Raise the minimum wage,1,1,-1,4,6,0,-1,1,3,4,4,4,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,3,4,4,8
1287,PMM028-1-7,28,PMM028,1,7,3140,2468,5,-5,Raise the minimum wage,Cuts to National Parks budget,1,1,-1,6,1,-1,3,3,-2,4,3.5,4,0,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,4,1,4,0.5
1288,PMM028-1-9,28,PMM028,1,9,2549,2054,1,-1,Hardening schools/Arming teachers,Defund Planned Parenthood,0,0,1,3,2,0,-2,0,-1,1,3,3,0,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,1,1,1,3
1289,PMM028-2-1,28,PMM028,2,1,2346,1752,2,2,Cuts to National Parks budget,Black Lives Matter,0,0,1,1,3,2,-1,-2,0,3.5,1.5,3.5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,1,2,1,3.5
1290,PMM028-2-11,28,PMM028,2,11,2733,2034,2,-2,Black Lives Matter,Allow alt-right speakers on campus,0,0,-1,3,5,-3,2,0,2,1.5,4,4,0,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,2,2,2,4
1291,PMM028-2-12,28,PMM028,2,12,2667,1960,1,1,Ban on research with animals,Gun-free campus police,1,1,-1,2,3,-1,0,-1,0,3.5,1,3.5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,3,1,3,3.5
1292,PMM028-2-13,28,PMM028,2,13,2818,2204,1,1,Build southern border wall,Defund Planned Parenthood,0,0,1,1,2,1,0,-2,-1,5,3,5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,4,1,4,8
1293,PMM028-2-14,28,PMM028,2,14,2931,2230,4,4,On campus concealed carry,Raise the minimum wage,1,1,-1,2,6,-2,2,-1,3,2,4,4,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,3,4,4,2
1294,PMM028-2-15,28,PMM028,2,15,3224,2290,3,3,Remove police from schools,Stop police brutality,0,0,1,2,5,-1,-2,-1,2,3,5,5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,4,4,4,2
1295,PMM028-2-16,28,PMM028,2,16,3551,2484,3,3,Bathrooms restricted based on biological sex,Defund the police,1,1,1,4,1,0,-1,1,-2,4,5,5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,3,3,3,1
1296,PMM028-2-17,28,PMM028,2,17,3699,3006,5,5,Mandatory vaccinations,Tuition increases,0,0,-1,5,0,1,2,2,-3,3.5,5,5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,2,4,4,1.5
1297,PMM028-2-18,28,PMM028,2,18,3409,2608,1,1,Lift COVID lockdowns,U.S. drone strikes in Afghanistan,1,1,-1,5,6,-1,0,2,3,3.5,5,5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,4,4,4,8.5
1298,PMM028-2-19,28,PMM028,2,19,3882,3154,1,-1,Defund Planned Parenthood,Cuts to National Parks budget,1,1,-1,2,1,1,-3,-1,-2,3,3.5,3.5,0,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,1,1,1,6.5
1299,PMM028-2-2,28,PMM028,2,2,2431,1504,1,1,Ban on research with animals,"Boycott, Divest, and Sanction Israel",1,1,1,2,1,1,-2,-1,-2,3.5,3,3.5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,3,4,3,6.5
1300,PMM028-2-20,28,PMM028,2,20,2381,1586,2,2,Detention of migrant children,Raise the minimum wage,0,0,1,4,6,3,-2,1,3,2,4,4,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,1,4,4,6
1301,PMM028-2-21,28,PMM028,2,21,2093,1594,5,5,Raise the minimum wage,Mandatory training on sexual consent,1,1,1,6,1,2,-2,3,-2,4,5,5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,4,2,2,1
1302,PMM028-2-22,28,PMM028,2,22,1790,1328,4,4,Mandatory vaccinations,Build southern border wall,1,1,1,5,1,-2,0,2,-2,3.5,5,5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,2,4,4,1.5
1303,PMM028-2-23,28,PMM028,2,23,3266,2596,6,6,Remove public Confederate memorials,Raise the minimum wage,1,1,-1,0,6,2,-1,-3,3,5,4,5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,4,4,4,1
1304,PMM028-2-24,28,PMM028,2,24,3267,2478,4,4,Allow alt-right speakers on campus,"Boycott, Divest, and Sanction Israel",0,0,-1,5,1,1,-1,2,-2,4,3,4,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,2,4,2,1
1305,PMM028-2-3,28,PMM028,2,3,3503,2674,4,-4,Expel students with white nationlist views,"Boycott, Divest, and Sanction Israel",1,1,-1,5,1,3,-2,2,-2,5,3,5,0,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,4,4,4,2
1306,PMM028-2-4,28,PMM028,2,4,2410,1936,4,4,War on Drugs,Dorms determined by gender identity,1,1,1,4,0,-2,-3,1,-3,2,5,5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,4,2,2,3
1307,PMM028-2-5,28,PMM028,2,5,2023,1312,3,3,Black Lives Matter,Raise the minimum wage,0,0,1,3,6,1,2,0,3,1.5,4,4,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,2,4,4,4
1308,PMM028-2-6,28,PMM028,2,6,3943,2792,4,4,On campus concealed carry,Abortion rights,1,1,-1,2,6,0,2,-1,3,2,5,5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,3,4,4,3
1309,PMM028-2-7,28,PMM028,2,7,2217,1416,1,1,Allow alt-right speakers on campus,Raise the minimum wage,0,0,1,5,6,2,3,2,3,4,4,4,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,2,4,4,8
1310,PMM028-2-8,28,PMM028,2,8,3361,2682,1,1,Abolishing fraternities,Ban on ethnic Halloween costumes,1,1,1,1,0,-3,1,-2,-3,3.5,5,5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,1,4,4,8.5
1311,PMM028-2-9,28,PMM028,2,9,3121,2578,2,2,On campus concealed carry,Religious exemptions for discrimination laws,0,0,-1,2,0,-1,-3,-1,-3,2,5,5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,3,3,3,7
1312,PMM028-3-1,28,PMM028,3,1,3634,2636,3,3,Allow alt-right speakers on campus,On campus concealed carry,0,0,-1,5,2,1,-2,2,-1,4,2,4,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,2,3,2,2
1313,PMM028-3-10,28,PMM028,3,10,2544,1916,5,5,"Boycott, Divest, and Sanction Israel",Legalization of marijuana,1,1,-1,1,6,3,0,-2,3,3,5,5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,4,4,4,2
1314,PMM028-3-11,28,PMM028,3,11,3485,2534,4,4,Lift COVID lockdowns,"Boycott, Divest, and Sanction Israel",0,0,-1,5,1,1,-3,2,-2,3.5,3,3.5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,4,4,4,0.5
1315,PMM028-3-14,28,PMM028,3,14,3446,2736,2,-2,Gun-free campus police,Expel students with white nationlist views,0,0,-1,3,5,3,2,0,2,1,5,5,0,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,1,4,4,5
1316,PMM028-3-15,28,PMM028,3,15,3135,2320,2,2,Dorms determined by gender identity,Defund Planned Parenthood,0,0,1,0,2,-2,-3,-3,-1,5,3,5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,2,1,2,8
1317,PMM028-3-16,28,PMM028,3,16,3128,2376,1,1,Raise the minimum wage,Lift COVID lockdowns,0,0,-1,6,5,3,1,3,2,4,3.5,4,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,4,4,4,7.5
1318,PMM028-3-18,28,PMM028,3,18,2402,1522,2,-2,Hardening schools/Arming teachers,Mandatory vaccinations,1,1,1,3,5,-2,0,0,2,1,3.5,3.5,0,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,1,2,2,3.5
1319,PMM028-3-19,28,PMM028,3,19,2394,1880,2,2,Climate change legislation,Remove police from schools,1,1,1,4,2,1,0,1,-1,3,3,3,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,2,4,4,0
1320,PMM028-3-2,28,PMM028,3,2,3461,2676,3,3,Allow alt-right speakers on campus,Ban on research with animals,0,0,-1,5,2,-3,-2,2,-1,4,3.5,4,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,2,3,2,0.5
1321,PMM028-3-20,28,PMM028,3,20,2923,2216,1,1,Ban on research with animals,Mandatory training on sexual consent,1,1,1,2,1,-1,-2,-1,-2,3.5,5,5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,3,2,2,8.5
1322,PMM028-3-21,28,PMM028,3,21,3428,2574,1,1,Gun-free campus police,Bathrooms restricted based on biological sex,0,0,1,3,4,-3,-1,0,1,1,4,4,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,1,3,3,4
1323,PMM028-3-22,28,PMM028,3,22,2341,1552,1,-1,Black Lives Matter,Defund Planned Parenthood,0,0,1,3,2,-1,1,0,-1,1.5,3,3,0,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,2,1,1,3
1324,PMM028-3-23,28,PMM028,3,23,3046,2174,1,1,Abolishing fraternities,Ban on research with animals,1,1,-1,1,2,2,-2,-2,-1,3.5,3.5,3.5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,1,3,3,7
1325,PMM028-3-24,28,PMM028,3,24,3546,2726,3,3,U.S. drone strikes in Afghanistan,Hardening schools/Arming teachers,0,0,-1,6,3,-1,-2,3,0,5,1,5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,4,1,4,5
1326,PMM028-3-3,28,PMM028,3,3,3355,2376,3,3,Abolishing fraternities,Climate change legislation,1,1,-1,1,4,0,3,-2,1,3.5,3,3.5,1,48,5.141046589,Male,0,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",18,"Less than $25,000",1,Unaffiliated,None,,Moderate Democrat,1,Liberal,Moderate,Always,4,4,5,4,4,3,1,4,3,28,2,1,1,1,1,6,1,2,1,0.5
