,Dataset_ID,SubjectNumber,Subject,Run,Trial,RT,Left_Title_Fixdur,Left_Title_nFix,Left_Protestors_FixDur,Left_Protestors_nFix,Right_Title_Fixdur,Right_Title_nFix,Right_Protestors_FixDur,Right_Protestors_nFix,Fixation_Rate,Right_Fixation,Right_nFixation,Unchosen_nFixations,Unchosen_Fixation,Chosen_Fixation,Chosen_nFixations,Left_nFixations,Left_Fixation,Total_Fixation_Duration,Total_nFixations,MoralDiffRmL,MoralDiffLmR,MoralDiff,Consistent_MoralDiff,SupportDifference,supportDiffReAdj,Issue_left,Issue_right,LeftChoice,LeftChoice_num,ProtestView,Support_left,Support_right,supportChosenReAdj,supportUnchosenReAdj,LeftSupportAdj,Moral_left,Moral_right,maxMoral,,unchosenMoral,chosenMoral,consistent,Age,age_z,Gender,gender,Edu,edu,Income,income,Relig,PartyRegistration,PartyRegistration_4_TEXT,PartyAlignment,partyAlignment,PoliticalSocial,PoliticalEcon,PoliticalEngagement,politicalEngagement,JS1,JS2,JS3,JS4,JS5,JS6,JS7,JS8,JS_sum,DUREL1_ORA,DUREL2_NORA,DUREL3_IR1,DUREL4_IR2,DUREL5_IR3,DUREL_sum,unchosenFamiliar,chosenFamiliar,Familiar1,Familiar2,maxMoral_Familiar
1400,PMM035-2-10,35,PMM035,2,10,3194,0,0,0,0,0,0,1392,7,62.74264245,1698,9,2,306,1698,9,2,306,2004,11,2.5,-2.5,2.5,-2.5,2,-2,Recognize Jerusalem as capital of Israel,On campus concealed carry,0,0,1,2,0,2,1,2,2,4.5,4.5,,2,4.5,0,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,3,3,3,3,3
1401,PMM035-2-11,35,PMM035,2,11,2530,0,0,676,3,0,0,334,2,67.98418972,708,4,4,1012,708,4,4,1012,1720,8,0,0,0,0,3,3,Defund the police,Black Lives Matter,0,0,1,1,4,2,1,-3,4,4,4,,4,4,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,2,3,2,3,3
1402,PMM035-2-12,35,PMM035,2,12,2780,0,0,456,4,0,0,324,1,63.5971223,764,3,7,1004,764,3,7,1004,1768,10,-1,1,-1,-1,4,4,Mandatory vaccinations,Mandatory trigger warnings,0,0,-1,6,2,2,-1,-4,5,4,5,,5,4,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,4,2,4,2,4
1403,PMM035-2-13,35,PMM035,2,13,2790,158,1,0,0,0,0,970,6,63.29749104,1320,8,3,446,1320,8,3,446,1766,11,-4,4,-4,-4,3,3,Build southern border wall,Raise the minimum wage,0,0,1,0,3,0,1,-3,5,1,5,,5,1,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,4,1,4,1,4
1404,PMM035-2-14,35,PMM035,2,14,2444,0,0,152,2,0,0,164,3,62.11129296,812,6,6,812,706,5,5,706,1518,11,3,-3,-3,-3,4,4,Recognize Jerusalem as capital of Israel,Mandatory training on sexual consent,1,1,-1,2,6,0,-2,4,2,5,5,,5,2,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,4,3,3,4,4
1405,PMM035-2-15,35,PMM035,2,15,3302,0,0,616,4,0,0,404,3,56.02665051,682,4,7,1168,682,4,7,1168,1850,11,-0.5,0.5,-0.5,0.5,1,-1,Cuts to National Parks budget,Tuition increases,0,0,1,2,1,1,0,1,4,3.5,4,,4,3.5,0,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,2,2,2,2,2
1406,PMM035-2-16,35,PMM035,2,16,2450,0,0,108,1,0,0,0,0,67.51020408,1112,5,4,542,1112,5,4,542,1654,9,0.5,-0.5,0.5,0.5,4,4,Tuition increases,Remove public Confederate memorials,0,0,1,1,5,1,0,-4,3.5,4,4,,3.5,4,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,2,3,2,3,3
1407,PMM035-2-17,35,PMM035,2,17,2661,0,0,0,0,0,0,362,2,71.77752725,972,5,4,938,972,5,4,938,1910,9,-1,1,-1,-1,1,1,U.S. drone strikes in Afghanistan,Remove Christopher Columbus statues,0,0,1,2,3,0,-2,-1,4,3,4,,4,3,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,2,1,2,1,2
1408,PMM035-2-18,35,PMM035,2,18,2744,0,0,286,2,0,0,0,0,66.18075802,1144,6,6,1144,672,4,4,672,1816,10,-0.5,0.5,0.5,0.5,1,1,Lift COVID lockdowns,Expel students with white nationlist views,1,1,-1,1,2,3,0,1,4.5,4,4.5,,4,4.5,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,3,4,4,3,4
1409,PMM035-2-19,35,PMM035,2,19,2524,0,0,0,0,32,1,458,3,58.00316957,876,7,7,876,588,3,3,588,1464,10,3,-3,-3,-3,1,1,Raise the minimum wage,Mandatory trigger warnings,1,1,1,3,2,3,-3,1,1,4,4,,4,1,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,2,1,1,2,2
1410,PMM035-2-2,35,PMM035,2,2,3089,0,0,94,1,0,0,710,3,52.6383943,1086,5,4,540,1086,5,4,540,1626,9,0,0,0,0,4,4,Bathrooms restricted based on biological sex,Tuition increases,0,0,-1,5,1,3,1,-4,3.5,3.5,3.5,,3.5,3.5,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,2,2,2,2,2
1411,PMM035-2-20,35,PMM035,2,20,2063,0,0,0,0,0,0,0,0,56.32573921,526,3,3,636,526,3,3,636,1162,6,0,0,0,0,3,3,Cuts to National Parks budget,Allow alt-right speakers on campus,0,0,1,2,5,-2,1,-3,4,4,4,,4,4,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,2,3,2,3,3
1412,PMM035-2-21,35,PMM035,2,21,2364,0,0,696,4,0,0,0,0,61.59052453,404,2,6,1052,404,2,6,1052,1456,8,0.5,-0.5,0.5,0.5,5,5,Lift COVID lockdowns,Increased Gun regulations,0,0,1,1,6,-1,1,-5,4.5,5,5,,4.5,5,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,4,4,4,4,4
1413,PMM035-2-22,35,PMM035,2,22,3831,0,0,482,2,0,0,0,0,62.69903419,858,5,7,1544,858,5,7,1544,2402,12,1,-1,1,1,3,3,Ban on ethnic Halloween costumes,Build southern border wall,0,0,-1,3,0,1,2,-3,4,5,5,,4,5,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,2,4,2,4,4
1414,PMM035-2-23,35,PMM035,2,23,2790,0,0,304,3,0,0,572,4,54.83870968,572,4,5,958,572,4,5,958,1530,9,0,0,0,0,1,1,Defund Planned Parenthood,Lift COVID lockdowns,0,0,-1,2,1,2,-2,-1,4.5,4.5,4.5,,4.5,4.5,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,2,4,2,4,4
1415,PMM035-2-3,35,PMM035,2,3,3354,0,0,1416,6,0,0,0,0,66.01073345,402,2,2,402,1812,8,8,1812,2214,10,0,0,0,0,1,1,Affirmative action,Cuts to National Parks budget,1,1,-1,1,2,2,0,1,4,4,4,,4,4,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,2,3,3,2,2
1416,PMM035-2-5,35,PMM035,2,5,1279,0,0,0,0,0,0,0,0,48.78811572,0,0,0,0,624,3,3,624,624,3,1.5,-1.5,-1.5,-1.5,3,3,Recognize Jerusalem as capital of Israel,Bathrooms restricted based on biological sex,1,1,-1,2,5,-2,-3,3,2,3.5,3.5,,3.5,2,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,2,3,3,2,2
1417,PMM035-2-6,35,PMM035,2,6,2792,0,0,852,4,0,0,86,1,68.26647564,650,5,7,1286,650,5,7,1286,1906,12,-1,1,-1,-1,1,1,Mask mandates,Physician-assisted suicide,0,0,-1,6,5,-2,-1,-1,5,4,5,,5,4,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,4,3,4,3,4
1418,PMM035-2-7,35,PMM035,2,7,3128,0,0,580,3,0,0,228,1,65.28132992,1186,6,6,1084,1186,6,6,1084,2042,12,-1,1,-1,-1,2,2,Build southern border wall,Expel students with white nationlist views,0,0,1,0,2,-2,-3,-2,5,4,5,,5,4,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,4,3,4,3,4
1419,PMM035-2-8,35,PMM035,2,8,3598,140,1,738,4,0,0,440,3,62.75708727,858,6,6,858,1400,9,9,1400,2258,15,0.5,-0.5,-0.5,-0.5,1,1,Lift COVID lockdowns,Build southern border wall,1,1,1,1,0,2,-1,1,4.5,5,5,,5,4.5,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,4,4,4,4,4
1420,PMM035-2-9,35,PMM035,2,9,2443,0,0,556,3,0,0,646,3,71.71510438,926,4,5,826,926,4,5,826,1752,9,1,-1,1,1,1,1,Recognize Jerusalem as capital of Israel,Abolishing private prisons,0,0,1,2,3,3,0,-1,2,3,3,,2,3,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,3,1,3,1,1
1421,PMM035-3-1,35,PMM035,3,1,1992,442,1,244,1,0,0,0,0,65.26104418,614,3,3,614,686,2,2,686,1300,5,1,-1,-1,-1,1,1,Raise the minimum wage,Recognize Jerusalem as capital of Israel,1,1,1,3,2,2,-1,1,1,2,2,,2,1,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,3,1,1,3,3
1422,PMM035-3-10,35,PMM035,3,10,3406,152,1,860,3,0,0,38,1,63.82853787,532,4,4,532,1642,6,6,1642,2174,10,1.5,-1.5,-1.5,-1.5,4,4,Remove police from schools,On campus concealed carry,1,1,1,4,0,1,-1,4,3,4.5,4.5,,4.5,3,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,3,2,2,3,3
1423,PMM035-3-11,35,PMM035,3,11,2175,164,1,414,2,0,0,0,0,63.08045977,460,4,4,460,1006,5,5,1006,1372,9,-1,1,1,1,1,1,Physician-assisted suicide,Student worker unionization,1,1,1,5,4,1,-3,1,4,3,4,,3,4,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,2,3,3,2,3
1424,PMM035-3-12,35,PMM035,3,12,1430,0,0,432,1,0,0,0,0,61.53846154,0,0,0,0,880,3,3,880,880,3,-0.5,0.5,0.5,-0.5,1,-1,Abolishing fraternities,Bathrooms restricted based on biological sex,1,1,1,4,5,-2,-1,-1,4,3.5,4,,3.5,4,0,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,2,3,3,2,3
1425,PMM035-3-13,35,PMM035,3,13,1864,0,0,120,1,0,0,0,0,63.30472103,316,2,2,316,864,5,5,864,1180,7,0.5,-0.5,-0.5,-0.5,4,4,Remove public Confederate memorials,Lift COVID lockdowns,1,1,1,5,1,2,-2,4,4,4.5,4.5,,4.5,4,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,4,3,3,4,4
1426,PMM035-3-14,35,PMM035,3,14,2916,0,0,218,1,0,0,158,1,60.49382716,428,2,2,428,1336,6,6,1336,1764,8,-1,1,1,1,3,3,Affirmative action,War on Drugs,1,1,-1,1,4,0,-1,3,4,3,4,,3,4,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,2,3,3,2,3
1427,PMM035-3-15,35,PMM035,3,15,2392,50,1,0,0,0,0,392,2,57.77591973,678,3,3,678,704,4,4,704,1382,7,1,-1,-1,-1,3,3,Gun-free campus police,Abortion rights,1,1,-1,3,6,2,1,3,4,5,5,,5,4,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,4,3,3,4,4
1428,PMM035-3-17,35,PMM035,3,17,2337,0,0,0,0,0,0,714,3,54.59991442,1208,6,2,348,1208,6,2,348,1276,8,1,-1,1,1,3,3,Bathrooms restricted based on biological sex,Defund Planned Parenthood,0,0,-1,5,2,0,-1,-3,3.5,4.5,4.5,,3.5,4.5,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,2,2,2,2,2
1429,PMM035-3-18,35,PMM035,3,18,2395,0,0,50,1,0,0,0,0,64.63465553,348,2,2,348,1090,4,4,1090,1548,6,0,0,0,0,1,-1,U.S. drone strikes in Afghanistan,Ban on ethnic Halloween costumes,1,1,1,2,3,2,-1,-1,4,4,4,,4,4,0,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,2,2,2,2,2
1430,PMM035-3-19,35,PMM035,3,19,2857,0,0,0,0,0,0,876,4,74.41372069,1658,8,1,468,1658,8,1,468,2126,9,-0.5,0.5,-0.5,-0.5,3,3,Tuition increases,Remove police from schools,0,0,1,1,4,3,-2,-3,3.5,3,3.5,,3.5,3,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,2,2,2,2,2
1431,PMM035-3-2,35,PMM035,3,2,3063,0,0,0,0,0,0,166,1,56.93764283,1244,6,6,1244,656,4,4,656,1744,10,-0.5,0.5,0.5,-0.5,2,-2,Bathrooms restricted based on biological sex,Abolishing private prisons,1,1,-1,5,3,2,1,-2,3.5,3,3.5,,3,3.5,0,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,1,2,2,1,2
1432,PMM035-3-20,35,PMM035,3,20,1777,0,0,122,1,0,0,224,2,79.90996061,698,4,3,592,698,4,3,592,1420,7,4,-4,4,4,3,3,Raise the minimum wage,Climate change legislation,0,0,1,3,6,-2,3,-3,1,5,5,,1,5,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,1,4,1,4,4
1433,PMM035-3-21,35,PMM035,3,21,2133,0,0,182,1,0,0,150,1,56.25879044,604,3,3,604,596,3,3,596,1200,6,-1,1,1,1,2,2,Student worker unionization,Recognize Jerusalem as capital of Israel,1,1,1,4,2,0,-1,2,3,2,3,,2,3,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,3,2,2,3,2
1434,PMM035-3-22,35,PMM035,3,22,2732,356,1,318,2,0,0,570,2,70.1317716,1056,4,4,1056,860,4,4,860,1916,8,2,-2,-2,-2,4,4,War on Drugs,Build southern border wall,1,1,1,4,0,0,-1,4,3,5,5,,5,3,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,4,2,2,4,4
1435,PMM035-3-23,35,PMM035,3,23,3184,0,0,1066,6,0,0,0,0,64.57286432,0,0,0,0,2056,11,11,2056,2056,11,-3.5,3.5,3.5,3.5,1,1,Defund Planned Parenthood,Raise the minimum wage,1,1,-1,2,3,0,-2,1,4.5,1,4.5,,1,4.5,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,1,2,2,1,2
1436,PMM035-3-24,35,PMM035,3,24,2771,98,1,224,1,0,0,344,2,57.235655,1024,6,6,1024,562,3,3,562,1586,9,-0.5,0.5,0.5,0.5,2,2,Defund Planned Parenthood,Stop police brutality,1,1,-1,2,4,-3,1,2,4.5,4,4.5,,4,4.5,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,2,2,2,2,2
1437,PMM035-3-3,35,PMM035,3,3,3767,0,0,238,1,102,1,848,4,70.82559066,1828,9,4,840,1828,9,4,840,2668,13,1,-1,1,1,1,1,Ban on research with animals,Build southern border wall,0,0,-1,1,0,1,-2,-1,4,5,5,,4,5,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,3,4,3,4,4
1438,PMM035-3-4,35,PMM035,3,4,1583,0,0,548,3,0,0,0,0,60.77068857,0,0,0,0,962,5,5,962,962,5,2,-2,-2,-2,3,3,Recognize Jerusalem as capital of Israel,Dorms determined by gender identity,1,1,-1,2,5,-2,-3,3,2,4,4,,4,2,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,2,3,3,2,2
1439,PMM035-3-5,35,PMM035,3,5,3088,188,1,138,2,0,0,652,2,67.03367876,1242,5,5,1242,828,7,7,828,2070,12,0,0,0,0,1,1,Remove Christopher Columbus statues,Student worker unionization,1,1,-1,3,4,-1,-3,1,3,3,3,,3,3,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,2,1,1,2,2
1440,PMM035-3-6,35,PMM035,3,6,3548,0,0,0,0,0,0,1128,5,56.42615558,1616,8,2,386,1616,8,2,386,2002,10,-0.5,0.5,-0.5,0.5,2,-2,Ban on ethnic Halloween costumes,Tuition increases,0,0,1,3,1,-2,-3,2,4,3.5,4,,4,3.5,0,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,2,2,2,2,2
1441,PMM035-3-7,35,PMM035,3,7,2795,0,0,858,3,0,0,74,1,52.37924866,74,1,1,74,1390,5,5,1390,1464,6,-1.5,1.5,1.5,1.5,2,2,Defund Planned Parenthood,War on Drugs,1,1,-1,2,4,0,-1,2,4.5,3,4.5,,3,4.5,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,2,2,2,2,2
1442,PMM035-3-8,35,PMM035,3,8,2918,0,0,356,2,0,0,302,3,60.65798492,708,5,5,708,952,5,5,952,1770,10,1.5,-1.5,-1.5,-1.5,3,3,Abolishing private prisons,Detention of migrant children,1,1,1,3,0,-3,-1,3,3,4.5,4.5,,4.5,3,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,4,1,1,4,4
1443,PMM035-3-9,35,PMM035,3,9,2905,0,0,0,0,770,3,162,2,57.69363167,1240,8,8,1240,436,2,2,436,1676,10,-1,1,1,1,4,4,Build southern border wall,Legalization of marijuana,1,1,-1,0,4,1,0,4,5,4,5,,4,5,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,3,4,4,3,4
1444,PMM035-4-1,35,PMM035,4,1,2819,356,2,0,0,0,0,796,5,55.4806669,1098,6,2,356,1098,6,2,356,1564,8,-0.5,0.5,-0.5,0.5,1,-1,Detention of migrant children,Defund the police,0,0,-1,0,1,1,0,1,4.5,4,4.5,,4.5,4,0,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,4,2,4,2,4
1445,PMM035-4-10,35,PMM035,4,10,2895,0,0,512,5,0,0,64,1,42.83246978,402,2,7,838,402,2,7,838,1240,9,-3.5,3.5,-3.5,-3.5,3,3,Detention of migrant children,Raise the minimum wage,0,0,1,0,3,1,-2,-3,4.5,1,4.5,,4.5,1,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,4,1,4,1,4
1446,PMM035-4-11,35,PMM035,4,11,2320,126,1,324,2,0,0,0,0,59.56896552,420,2,6,962,420,2,6,962,1382,8,-0.5,0.5,-0.5,-0.5,3,3,Lift COVID lockdowns,Legalization of marijuana,0,0,1,1,4,0,-1,-3,4.5,4,4.5,,4.5,4,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,4,3,4,3,4
1447,PMM035-4-12,35,PMM035,4,12,1880,0,0,0,0,142,1,0,0,57.65957447,546,3,3,538,546,3,3,538,1084,6,-1,1,-1,-1,5,5,On campus concealed carry,Bathrooms restricted based on biological sex,0,0,1,0,5,-2,0,-5,4.5,3.5,4.5,,4.5,3.5,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,3,2,3,2,3
1448,PMM035-4-13,35,PMM035,4,13,2974,56,1,314,2,0,0,528,5,48.55413584,894,7,7,894,550,4,4,550,1444,11,0,0,0,0,4,-4,Dorms determined by gender identity,Ban on research with animals,1,1,-1,5,1,0,-3,-4,4,4,4,,4,4,0,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,3,2,2,3,3
1449,PMM035-4-14,35,PMM035,4,14,1358,0,0,298,2,0,0,0,0,48.74815906,0,0,0,0,662,5,5,662,662,5,-1,1,1,1,1,1,Abolishing fraternities,Abolishing private prisons,1,1,1,4,3,3,-1,1,4,3,4,,3,4,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,1,3,3,1,3
1450,PMM035-4-15,35,PMM035,4,15,1757,0,0,750,4,0,0,0,0,52.02048947,204,1,1,204,914,5,5,914,914,6,-1.5,1.5,1.5,1.5,5,5,Mandatory vaccinations,Tuition increases,1,1,1,6,1,1,-3,5,5,3.5,5,,3.5,5,1,21,-0.248402596,Female,1,"Some college, but no degree",14,"$100,000-$149,999",5,Agnosticism,None,,Weak Democrat,2,Liberal,Moderate,Sometimes,2,2,2,4,4,4,3,4,4,27,1,1,3,1,1,7,2,4,4,2,4
